cag_name	gtdb_r214_classification	superkingdom	phylum	class	order	family	genus	species
CAG00845	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp905201175	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Succinivibrionaceae	Succinivibrio	Succinivibrio sp905201175
CAG00846	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900546485	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha sp900546485
CAG00847	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Aphodousia;s__Aphodousia sp002329575	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Aphodousia	Aphodousia sp002329575
CAG00848	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900551995	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900551995
CAG00849	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp900547295	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae UMGS973	Anaerovoracaceae UMGS973 sp900547295
CAG00850	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003474435	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp003474435
CAG00851	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp003150355	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	Limivicinus sp003150355
CAG00852	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia spiroformis
CAG00853	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp900540205	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae UBA7173	Muribaculaceae UBA7173 sp900540205
CAG00854	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp900547385
CAG00855	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900547405	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp900547405
CAG00856	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified 	unclassified 	unclassified 	unclassified 	unclassified
CAG00857	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp000437375	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales CAG-272	Oscillospirales CAG-272 CAG-841	Oscillospirales CAG-272 CAG-841 sp000437375
CAG00858	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
CAG00859	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Heritagella;s__Heritagella sp905200265	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Heritagella	Heritagella sp905200265
CAG00860	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp910583795	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae CAG-485	Muribaculaceae CAG-485 sp910583795
CAG00861	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435975
CAG00862	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae ER4	Oscillospiraceae ER4 sp900317525
CAG00863	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp900753285	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales CAG-272	Oscillospirales CAG-272 UMGS1696	Oscillospirales CAG-272 UMGS1696 sp900753285
CAG00864	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia moorei	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia moorei
CAG00865	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__UBA5905 sp900549155	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae UBA5905	Acutalibacteraceae UBA5905 sp900549155
CAG00866	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp900539265	Bacteria	Bacillota	Bacilli	Bacilli ML615J-28	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313 sp900539265
CAG00867	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-269	Clostridia TANB77 CAG-508 CAG-269 sp.
CAG00868	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp002431945	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae UBA737	Acutalibacteraceae UBA737 sp002431945
CAG00869	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UBA11774	Lachnospiraceae UBA11774 sp003507655
CAG00870	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp900548005	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales CAG-917	Christensenellales CAG-917 CAG-475	Christensenellales CAG-917 CAG-475 sp900548005
CAG00871	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus caecimuris	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus caecimuris
CAG00872	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae F23-B02	Oscillospiraceae F23-B02 sp001916715
CAG00873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas faecihominis
CAG00874	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-269	Clostridia TANB77 CAG-508 CAG-269 sp000437215
CAG00875	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter hominis	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	Lentihominibacter hominis
CAG00876	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539325	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp900539325
CAG00877	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539775	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp900539775
CAG00878	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_B;s__Citrobacter_B koseri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter_B	Citrobacter_B koseri
CAG00879	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900545895	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900545895
CAG00880	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-314;g__CAG-314;s__CAG-314 sp000437915	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales CAG-314	Christensenellales CAG-314	Christensenellales CAG-314 sp000437915
CAG00881	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900538805	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900538805
CAG00882	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-288;s__CAG-288 sp000437395	Bacteria	Bacillota	Bacilli	Bacilli RFN20	Bacilli RFN20 CAG-288	Bacilli RFN20 CAG-288	Bacilli RFN20 CAG-288 sp000437395
CAG00883	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified Enterobacteriaceae	Enterobacteriaceae bacterium
CAG00884	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__UBA5884 sp900551505	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae UBA5884	Ruminococcaceae UBA5884 sp900551505
CAG00885	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-266;s__CAG-266 sp000436095	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcaceae CAG-266	Acidaminococcaceae CAG-266 sp000436095
CAG00886	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Mesosutterella;s__Mesosutterella massiliensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Mesosutterella	Mesosutterella massiliensis
CAG00887	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UBA932	Cryptobacteroides	Cryptobacteroides sp000433355
CAG00888	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__HGM11412;s__HGM11412 sp900770185	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae HGM11412	Borkfalkiaceae HGM11412 sp900770185
CAG00889	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
CAG00890	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp004557855	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp004557855
CAG00891	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	Bacteria	Bacillota	Bacilli	Bacilli ML615J-28	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313 sp000433035
CAG00892	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__RGIG9041;s__RGIG9041 sp017937065	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales QAKW01	Oscillospirales QAKW01 RGIG9041	Oscillospirales QAKW01 RGIG9041 sp017937065
CAG00893	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp003481705	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp003481705
CAG00894	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter hominis	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter	Caecibacter hominis
CAG00895	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma sp900548145	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales CAG-74	Limiplasma	Limiplasma sp900548145
CAG00896	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified 	unclassified 	unclassified 	unclassified 	unclassified
CAG00897	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
CAG00898	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp900556585	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp900556585
CAG00899	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes intestinigallinarum	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes intestinigallinarum
CAG00900	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900546535
CAG00901	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter sp900759455	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter sp900759455
CAG00902	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp000432855	Bacteria	Bacillota	Bacilli	Bacilli RF39	Bacilli RF39 UBA660	Coprosoma	Coprosoma sp000432855
CAG00903	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp900556755
CAG00904	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CAG00905	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens avicola	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Aphodovivens	Aphodovivens avicola
CAG00906	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900767815	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae UBA10281	Borkfalkiaceae UBA10281 sp900767815
CAG00907	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia gallinarum	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales CAG-138	Pelethousia	Pelethousia gallinarum
CAG00908	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter sp900540355	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	Intestinibacter sp900540355
CAG00909	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella excrementihominis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Parasutterella	Parasutterella excrementihominis
CAG00910	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900554485	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae UBA10281	Borkfalkiaceae UBA10281 sp900554485
CAG00911	d__Bacteria;p__Bacillota_A;c__Clostridia;o__;f__;g__;s__	Bacteria	Bacillota_A	Clostridia	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	Clostridia bacterium
CAG00912	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia faecicola	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia faecicola
CAG00913	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__UMGS1795;s__UMGS1795 sp900555125	Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	Pumilibacteraceae UMGS1795	Pumilibacteraceae UMGS1795 sp900555125
CAG00914	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp905211675	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae UBA737	Acutalibacteraceae UBA737 sp905211675
CAG00915	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp006954465	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilaceae UBA71	Methanomethylophilaceae UBA71 sp006954465
CAG00916	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified 	unclassified 	unclassified 	unclassified 	unclassified
CAG00917	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified 	unclassified 	unclassified 	unclassified 	unclassified
CAG00918	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella bouchesdurhonensis
CAG00919	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HGM13222;s__HGM13222 sp900757485	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae HGM13222	Ruminococcaceae HGM13222 sp900757485
CAG00920	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900751745	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales QAND01	Christensenellales QAND01 UMGS1975	Christensenellales QAND01 UMGS1975 sp900751745
CAG00921	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp934121885	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-273	Clostridia TANB77 CAG-508 CAG-273 sp934121885
CAG00922	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900557365	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900557365
CAG00923	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-452	Clostridia TANB77 CAG-508 CAG-452 sp000434035
CAG00924	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__CALXXL01;s__CALXXL01 sp944392655	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallaceae CALXXL01	Victivallaceae CALXXL01 sp944392655
CAG00925	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Feifaniaceae;g__Galloscillospira_B;s__	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Feifaniaceae	Galloscillospira_B	Galloscillospira_B sp.
CAG00926	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900553125	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-269	Clostridia TANB77 CAG-508 CAG-269 sp900553125
CAG00927	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	Bacteria	Bacillota_A	Clostridia	Christensenellales	unclassified Christensenellales	unclassified Christensenellales	Christensenellales bacterium
CAG00928	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597 sp900542935	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae UBA7597	Borkfalkiaceae UBA7597 sp900542935
CAG00929	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000434775	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000434775
CAG00930	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Egerieicola;s__Egerieicola faecale	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Egerieicola	Egerieicola faecale
CAG00931	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter faecalis	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter faecalis
CAG00932	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__43-108;s__43-108 sp001915545	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae 43-108	Bacteroidaceae 43-108 sp001915545
CAG00933	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii
